Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Type,release_date_parsed,Korea,Title_Korea,Type_New
Forecasting Love and Weather: Season 1 // 기상청 사람들: 사내연애 잔혹사 편: 시즌 1,Yes,2021-08-20,23100000.0,2864.0,8.1,"Crime, Drama","pop star,singer,performer,guitar,career","Conspiracy. Fraud. Violence. Murder. What starts out virtual can get real all too quickly--and when the web is worldwide, so are the consequences.",TV Show,2021-08-20,1,기상청 사람들: 사내연애 잔혹사 편: 시즌 1,TV Show
Christmas Carol // 크리스마스 캐럴,No,2020-09-04,6700000.0,8976.0,8.1,"Short, Drama, Sci-Fi","panda,kung fu,kung fu panda,based on film,animal in title","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.",Movie,2020-09-04,1,크리스마스 캐럴,Movie
The Spy // 스파이,No,2022-04-01,6400000.0,2864.0,8.1,"Action, Thriller","seduction,vomiting,stripper,female nudity,dancer","In this weekly show, the former Daily Show correspondent Hasan Minhaj brings his unique comedic voice and storytelling skill to explore the larger grim trends shaping our fragmented world.",Movie,2022-04-01,1,스파이,Movie
Rain or Shine: Season 1 // 그냥 사랑하는 사이: 시즌1,No,2020-07-01,1600000.0,80885.0,8.1,"Adventure, Comedy, Crime","stand up special,stand up comedy special,stand up comedy","Young Wilbur Wart gets a letter from a man who may be his rich uncle. It seems the uncle is dying and looking for heirs to leave his fortune to. On his way to his uncle&apos;s place, he gets into a fight with a man who turns out to be ...",TV Show,2020-07-01,1,그냥 사랑하는 사이: 시즌1,TV Show
Heartstrings // 넌 내게 반했어,No,2020-05-06,1000000.0,496.0,8.1,Documentary,"spy,agent,mission,intelligence,espionage","Hosted by Omar Chaparro and head judge Anna Ruiz, home bakers in Mexico with a terrible track record take a shot at recreating edible masterpieces for a $10,000 prize. It&apos;s part competition, part hot mess.",Movie,2020-05-06,1,넌 내게 반했어,Movie
RV: Resurrected Victims // 희생부활자,No,2021-07-07,400000.0,1783.0,8.1,"Documentary, Biography",competition,Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,Movie,2021-07-07,1,희생부활자,Movie
Confession // 자백,No,2015-04-03,200000.0,2443.0,8.1,Drama,"new york city,long shot,grad student,subway,man on fire","Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors.",Movie,2015-04-03,1,자백,Movie
King of Golf: Season 4 // 골프왕: 시즌4,No,2021-09-03,100000.0,9553.0,8.1,"Documentary, Sport","uprising,based on young adult novel,rebellion,symbol,manipulation",A lascivious boyfriend takes his virginal girlfriend to an adult retreat for a passionate weekend unaware of the camp-ground&apos;s history of murder and rape.,TV Show,2021-09-03,1,골프왕: 시즌4,TV Show
Musudan // 무수단,No,0,0.0,888.0,8.1,"Comedy, Sport",0,"When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.",Movie,,1,무수단,Movie
No Breathing // 노브레싱,No,0,0.0,20.0,8.1,"Comedy, Drama",0,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history&apos;s despots prove in this sardonic docuseries.",Movie,,1,노브레싱,Movie
Run Off // 국가대표2,No,0,0.0,179289.0,8.1,"Drama, Romance",0,"After turning 40, César is invited to a culinary contest in Cancún, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.",Movie,,1,국가대표2,Movie
Secret Zoo // 해치지않아,No,0,0.0,8976.0,8.1,Sport,0,"The Care Bears try to help a young girl at summer camp who, in an effort to revamp her dorky social status to agility and skill, enters into a sinister bargain with a shape-shifting demon posing as a young boy.",Movie,,1,해치지않아,Movie
The Cursed Lesson // 요가학원: 죽음의 쿤달리니,No,0,0.0,332.0,8.1,Drama,0,"Individually, Sanjay and Karina don&apos;t earn enough to be able to buy a home, so they enter into a marriage of convenience.",Movie,,1,요가학원: 죽음의 쿤달리니,Movie
Strong Girl Bong-soon: Season 1 // 힘쎈 여자 도봉순: 시즌 1,No,2019-11-17,29600000.0,13.0,8.0,Comedy,"diving,title spoken by character",An exploration of the warring kingdoms of feudal Japan when several powerful warlords fought to become absolute ruler.,TV Show,2019-11-17,1,힘쎈 여자 도봉순: 시즌 1,TV Show
The Servant // 방자전,No,2018-12-21,6400000.0,1923.0,8.0,Drama,"dog,film industry,writer director,art and entertainment documentary,dog handler","When slaughterhouse workers Endre and Mária discover they share the same dreams, where they meet in a forest as deer and fall in love, they decide to make their dreams come true, but it&apos;s difficult in real life.",Movie,2018-12-21,1,방자전,Movie
Rugal: Season 1 // 루갈: 시즌 1,Yes,2021-06-18,5300000.0,350.0,8.0,Drama,"slapstick comedy,broadway brevity,knife throwing,vaudeville,axe throwing",A desperate man goes on a buried treasure hunt for $2 million worth of cocaine.,TV Show,2021-06-18,1,루갈: 시즌 1,TV Show
The School Nurse Files: Season 1 // 보건교사 안은영: 시즌 1,Yes,2021-06-18,5300000.0,6.0,8.0,Comedy,"halloween,teenager,town,young,father","Joel McHale, the snarky star of Community (2009), ridicules the silliest moments reality television, internet videos and TV from around the world have to offer. Each episode also features celebrity guests and a couple of sketches.",TV Show,2021-06-18,1,보건교사 안은영: 시즌 1,TV Show
Extracurricular: Season 1 // 인간수업: 시즌 1,Yes,2013-12-24,3400000.0,2364.0,8.0,"Animation, Short, Action","1980s,mother,social issue,friend,2021","After bailing on her wedding, a former bride-to-be must fight off her ex-groom and seven angry killer groomsmen in order to survive the night.",TV Show,2013-12-24,1,인간수업: 시즌 1,TV Show
The Princess and the Matchmaker // 궁합,No,2020-06-24,2300000.0,105.0,8.0,"Action, Crime, Drama","biodiversity,environmental documentary,nature documentary,forest,bird","A normal young deliveryman Li Yunxiang, though coming from the slum area, is living a satisfying life but when the arrogant wealthy son of Boss beats him down, his deep anger turns into a blast of Truth Fire.",Movie,2020-06-24,1,궁합,Movie
Lost: Season 1 // 인간실격: 시즌 1,No,2017-04-28,1000000.0,7852.0,8.0,"Documentary, Animation, Short","behind the scenes,classic movie,making of,making a film,christmas","Comedian Bill Burr takes the stage in Nashville and riffs on such topics as overpopulation, fast food, dictators and gorilla sign language.",TV Show,2017-04-28,1,인간실격: 시즌 1,TV Show
Imitation // 이미테이션,No,2021-11-05,700000.0,60194.0,8.0,"Comedy, Romance","politics,love","Christmas morning, and two puppies (and their children) are up early. The pups are frightened by a large stuffed dog, a train set, a crying doll, a toy tank, and other toys. By the time the parents are up, the pups and the other t...",Movie,2021-11-05,1,이미테이션,Movie
Count // 카운트,No,2020-04-16,100000.0,7852.0,8.0,Short,"sister,boy,foster,brazil,rio de janeiro brazil","Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",Movie,2020-04-16,1,카운트,Movie
Poetry // 시,No,0,0.0,2364.0,8.0,Documentary,0,Meliodas and his friends jump back into action when the new era of peace is threatened by a powerful magical alliance that could spell the end for all.,Movie,,1,시,Movie
Sea Fog // 해무,No,0,0.0,8367.0,8.0,"Documentary, History, Reality-TV",0,"After moving back to her family home to care for her dying mother, a nurse haunted by her childhood memories must struggle with an evil force in the house.",Movie,,1,해무,Movie
Silmido // 실미도,No,0,0.0,5770.0,8.0,"Documentary, Music",0,"This intimate, in-depth look at Beyoncé&apos;s celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",Movie,,1,실미도,Movie
The Bros // 부라더,No,2020-05-31,136200000.0,9346.0,7.9,"Drama, Family","overalls,interracial romance,camera shot of a woman&apos;s feet in high heels","Two unlikely friends, the loud and fearless Bean, and the thoughtful and quiet Ivy. Yet the two discover that an adventure can reveal that even seemingly different people can become the best of friends.",Movie,2020-05-31,1,부라더,Movie
Little Women: Limited Series // 작은 아씨들: 리미티드 시리즈,No,2022-06-10,36900000.0,2441.0,7.9,"Comedy, Drama","superhero,power,pill,team,tech",A cavalry officer is framed for the murder of a fellow officer and cashiered out of the army. After he gets out of prison he vows to find the renegade who framed him and bring him to justice.,Movie,2022-06-10,1,작은 아씨들: 리미티드 시리즈,TV Show
Agency: Season 1 // 대행사: 시즌 1,No,2022-03-03,29000000.0,97228.0,7.9,"Comedy, Crime, Drama","dance,high school,school,singing,togetherness","After finding out their babies were switched at birth, two women develop a plan to adjust to their new lives creating a single and very peculiar family.",TV Show,2022-03-03,1,대행사: 시즌 1,TV Show
Hanwoo Rhapsody: Season 1 // 한우랩소디: 시즌 1,Yes,2021-03-26,10000000.0,148405.0,7.9,"Action, Comedy, Drama","coma,town,witchcraft,black magic,little daughter","Highlights the unfailing passion Sunderland residents have for their beloved football club, taking viewers through the highs and lows of SAFC&apos;s 2017-18 season in the Championship following its relegation the previous year.",TV Show,2021-03-26,1,한우랩소디: 시즌 1,TV Show
Move to Heaven: Season 1 // 무브 투 헤븐: 나는 유품정리사입니다: 시즌 1,Yes,2022-03-01,9300000.0,3898.0,7.9,"Animation, Short, Action","sequel,forest,lesbianism,third part,murder",The heiress to half of the Yakuza crime syndicate forges an uneasy alliance with an amnesiac stranger who believes an ancient sword binds their two fates. She must unleash war against the other half of the syndicate who wants her ...,TV Show,2022-03-01,1,무브 투 헤븐: 나는 유품정리사입니다: 시즌 1,TV Show
No Mercy // 언니,No,2023-05-23,8100000.0,2441.0,7.9,"Animation, Comedy, Drama","sequel,dance,norway,battle,second part",Comedian Ellen DeGeneres performs a live stand-up comedy set in Seattle.,Movie,2023-05-23,1,언니,Movie
Be with You // 지금 만나러 갑니다,No,2018-01-19,5400000.0,1489.0,7.9,"Documentary, Sport","based on tv series,family business,wedding,house,secret",Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,Movie,2018-01-19,1,지금 만나러 갑니다,Movie
She was pretty: Season 1 // 그녀는 예뻤다: 시즌 1,No,2020-08-14,2900000.0,964.0,7.9,"Documentary, Adventure","stand up comedy,tv special,stand up comedy special","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery&apos;s classic novels.",TV Show,2020-08-14,1,그녀는 예뻤다: 시즌 1,TV Show
Teenage Parents: Season 3 // 어른들은 모르는 고딩엄빠: 시즌3,No,2020-02-05,2900000.0,96.0,7.9,"Action, Comedy, Crime","tv special,stand up comedy,stand up comedy special,reference to pubic hair","A live-action adaptation of Nickelodeon&apos;s Winx Club (2004). It follows Bloom as she adjusts to life in the Otherworld, where she must learn to control her dangerous magical powers.",TV Show,2020-02-05,1,어른들은 모르는 고딩엄빠: 시즌3,TV Show
Toriroti 1 // 쫑알쫑알 똘똘이 1,No,2022-09-21,2200000.0,6705.0,7.9,"Animation, Short, Action","spaceship,robot,alien,sabotage,scientist",Follows a pop star who&apos;s got a career burnout and escapes to a small town where she finds not only inspiration but a shot of love.,Movie,2022-09-21,1,쫑알쫑알 똘똘이 1,Movie
The Good Detective: Season 2 // 모범형사: 시즌 2,No,2022-03-25,1400000.0,6115.0,7.9,"Documentary, Biography","norwegian army,nazi invasion of norway,winter,year 1940,man in uniform","Features chefs from all over the world whose creativity elevates an ordinary dish like pizza to an art form, with their unique flavors, inspiring backgrounds, and passion for creating the perfect slice.",TV Show,2022-03-25,1,모범형사: 시즌 2,TV Show
"Marriage Is a Crazy Thing // 결혼은, 미친짓이다",No,2022-04-04,700000.0,6078.0,7.9,"Comedy, Family",dog,"Based on footage shot in the early seventies and lost for more than thirty years, NAACP IMAGE AWARD winner Esther Anderson takes us on a journey to Jamaica and into 56 HOPE ROAD, Kingston, to see and hear the young BOB MARLEY befo...",Movie,2022-04-04,1,"결혼은, 미친짓이다",Movie
Scarlet Innocence // 마담 뺑덕,No,2022-01-28,400000.0,350579.0,7.9,"Documentary, Music","motorcycle,computer,skydiving,computer animation,virtual reality",Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,Movie,2022-01-28,1,마담 뺑덕,Movie
My SL Partner: Season 1 // 쉬는 부부: 시즌 1,No,2019-07-01,300000.0,543.0,7.9,"Drama, Horror","disaster,male nudity,male rear nudity,man drops his towel,towel drop","In this WWII short training film, a Japanese sniper, who has just been captured by an American soldier, explains how easy it was to pick off ten troops from the G.I. platoon, due to mistakes they, themselves, had made.",TV Show,2019-07-01,1,쉬는 부부: 시즌 1,TV Show
Tasty Guys: 2021 // 맛있는 녀석들: 시즌 2021,No,2017-07-18,200000.0,22531.0,7.9,"Comedy, Crime, Drama","female assassin,gay,lgbt,lesbian,daughter",A father brings up his baby girl as a single dad after the unexpected death of his wife who died a day after their daughter&apos;s birth.,Movie,2017-07-18,1,맛있는 녀석들: 시즌 2021,TV Show
Love Naggers: 2021 // 연애의 참견: 2021,Yes,2019-01-11,100000.0,53668.0,7.9,Short,"superpower,laboratory,witch,mysterious,battle","When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.",Movie,2019-01-11,1,연애의 참견: 2021,Movie
Metamorphosis // 변신,No,2020-06-26,100000.0,6115.0,7.9,"Comedy, Drama","surrealism,cookie,looney tunes,buddy,character name in title",A group of technology-dependent teenagers goes to offline camp and faces a deadly danger lurking in the woods.,Movie,2020-06-26,1,변신,Movie
A Tale of Legendary Libido // 가루지기,No,2018-09-06,100000.0,30615.0,7.9,Short,"camera,japanese reality show,terrace,aloha,hawaii","Alice is heartbroken and hopelessly single. But after befriending a charismatic astrology guru, she looks to the stars to find her perfect match.",Movie,2018-09-06,1,가루지기,Movie
My 11th Mother // 열한번째 엄마,No,0,0.0,96.0,7.9,"Adventure, Drama, Horror",0,"In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow",Movie,,1,열한번째 엄마,Movie
Outdoor Begins // 아웃도어 비긴즈,No,0,0.0,100.0,7.9,"Short, Documentary",0,A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.,Movie,,1,아웃도어 비긴즈,Movie
The Show Must Go On // 우아한 세계,No,0,0.0,2637.0,7.9,"Comedy, News, Talk-Show",0,"Key players in the investigation of many crimes, but most importantly homicides, are the technicians. In this day and age, mobile laboratories are brought to the crime scene to do on-the-spot analysis of the scene and evidence. Mo...",Movie,,1,우아한 세계,Movie
The Wailing // 곡성,No,0,0.0,506.0,7.9,Comedy,0,"While Covid-19 exacerbates vulnerabilities across the world, unsung heroes in all levels of society help the tide turn toward a brighter future.",Movie,,1,곡성,Movie
Dr. Romantic: Season 1 // 낭만닥터 김사부1,No,2022-02-02,16000000.0,1471.0,7.8,"Drama, Romance","mother,catholic,dinner,church,father daughter relationship",Lucky Prescott&apos;s life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,TV Show,2022-02-02,1,낭만닥터 김사부1,Movie
Love (ft. Marriage and Divorce): Season 2 // 결혼작사 이혼작곡: 시즌 2,Yes,2017-09-29,6500000.0,690195.0,7.8,"Action, Comedy, Drama","yakuza,criminal empire,female orphan,male frontal nudity,male nudity","An action-crime-comedy set in the last days of communism in Poland; a story of folk-hero thief Naymro, who escaped from the police 29 times and lived on his own terms until love and the collapsing Berlin Wall changed everything.",TV Show,2017-09-29,1,결혼작사 이혼작곡: 시즌 2,TV Show
Along with the Gods: The Last 49 Days // 신과함께-인과 연,No,2022-07-29,800000.0,36685.0,7.8,"Comedy, Crime, Drama","ritual,suicide,based on stage play,character name as title,year 1943",A trailblazing mission captured in near-real time as four crew members make history in the first all-civilian mission into orbit.,Movie,2022-07-29,1,신과함께-인과 연,Movie
Let's Go! GALAXY GUARDS: Season 1 // 우당탕탕 은하안전단: 시즌1,No,2022-11-16,800000.0,1068.0,7.8,"Comedy, Horror","sweden,friendship between men,lost in the woods,pagan,pagan ritual",A young German boy in the Hitler Youth whose hero and imaginary friend is the country&apos;s dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,TV Show,2022-11-16,1,우당탕탕 은하안전단: 시즌1,TV Show
Love Forecast // 오늘의 연애,No,2022-03-01,800000.0,84.0,7.8,Short,"love,friend,boyfriend,male nudity,male rear nudity",A group of survivors of sexual abuse by Catholic priests battle for justice.,Movie,2022-03-01,1,오늘의 연애,Movie
Judge vs. Judge: Season 1 // 이판사판: Season 1,No,2021-06-17,400000.0,212.0,7.8,"Animation, Adventure, Comedy","1970s,middle class,gross out comedy,drowning,political satire","Comedians and writers Steve Martin and Martin Short perform a live comedy set with music by The Steep Canyon Rangers and jazz pianist, Jeff Babko, at the Peace Center in Greenville, South Carolina.",TV Show,2021-06-17,1,이판사판: Season 1,Movie
Confession of Murder // 내가 살인범이다,No,0,0.0,30618.0,7.8,"Game-Show, Reality-TV","male frontal nudity,male nudity,male rear nudity,male full frontal nudity,world war two","Actor and comedian Celeste Barber hits the stage in the Sydney Opera House to explore marriage, mental health, celebrity-branded sex toys, and much more.",Movie,,1,내가 살인범이다,Movie
Detour // 올레,No,2022-05-19,35500000.0,100395.0,7.7,"Animation, Adventure, Drama","1970s,middle class,gross out comedy,drowning,political satire","Almost a year after their astronaut mother&apos;s tragic death, brother and sister Alex and Hayley Woods start to attend an elite boarding school for future leaders, but they soon realize that that everything is not as it seems.",Movie,2022-05-19,1,올레,Movie
A Love So Beautiful: Season 1 // 아름다웠던 우리에게: 시즌 1,Yes,2019-03-29,12300000.0,10.0,7.7,"Animation, Action, Sport","surrealism,cookie,looney tunes,buddy,character name in title","Joey Boca (Kevin Kline) owns a pizza parlor, and is married to Rosalie (Tracey Ullman). He&apos;s also a serial womanizer. Rosalie goes to extremes when she finds he has been cheating.",TV Show,2019-03-29,1,아름다웠던 우리에게: 시즌 1,TV Show
Diary of A Prosecutor // 검사내전,No,2021-07-01,8600000.0,3292.0,7.7,"Animation, Adventure, Comedy","gay scene,jock strap,male rear nudity,sex scene,swingers club",A group of investors turned sleuths as they try to unlock the suspicious death of cryptocurrency multimillionaire Gerry Cotten and the missing $250 million they believe he stole from them.,Movie,2021-07-01,1,검사내전,Movie
The Empress Ki: Season 1 // 기황후: 시즌 1,No,2019-12-06,5000000.0,21252.0,7.7,"Short, Drama","tv special,stand up comedy,stand up comedy special","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",TV Show,2019-12-06,1,기황후: 시즌 1,TV Show
Psychokinesis // 염력,Yes,2020-05-08,4700000.0,8076.0,7.7,Short,"friend,2d animation,animal character name as title,character name as title,dog","After bailing on her wedding, a former bride-to-be must fight off her ex-groom and seven angry killer groomsmen in order to survive the night.",Movie,2020-05-08,1,염력,Movie
"Angel's Last Mission: Love: Season 1 // 단,하나의 사랑: 시즌1",No,2022-10-28,4300000.0,21252.0,7.7,"Drama, Horror, Thriller","tv special,christmas","A filmmaker kidnaps the daughter of a movie star, and while the star searches for his daughter the director films the desperate search in real time for his next blockbuster movie.",TV Show,2022-10-28,1,"단,하나의 사랑: 시즌1",TV Show
Our Sweet Homes: 2022 // 건축탐구 - 집: 2022,No,2022-07-08,3100000.0,3292.0,7.7,"Short, Comedy, Musical","painter,priest,artist,19th century,doctor",Two sisters see their world turned upside down when they discover a horrifying and otherworldly secret involving their parents.,Movie,2022-07-08,1,건축탐구 - 집: 2022,Movie
Green Mothers' Club: Season 1 // 그린마더스클럽: 시즌 1,Yes,2016-08-05,2300000.0,14.0,7.7,"Animation, Action, Crime","gay teenager,gay interest,gay,gay kiss,teenage boy","A married couple that want to get divorced, but circumstances have kept together.",TV Show,2016-08-05,1,그린마더스클럽: 시즌 1,TV Show
Sell Your Haunted House: Season 1 // 대박부동산: 시즌 1,No,2021-08-25,2100000.0,15.0,7.7,"Documentary, History",tv special,A Civil War veteran agrees to deliver a girl taken by the Kiowa people years ago to her aunt and uncle against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home.,TV Show,2021-08-25,1,대박부동산: 시즌 1,TV Show
A Special Lady // 미옥,No,2022-12-08,1900000.0,21252.0,7.7,"Documentary, Crime","secret,psychological thriller,coward,liar,female nudity","In the starving aftermath of a nuclear disaster, a family of three attends a charitable event at a hotel, which takes a dark turn when people start to disappear.",Movie,2022-12-08,1,미옥,Movie
April Snow // 외출,No,2018-09-26,1800000.0,3462.0,7.7,"Comedy, Drama","low birthrate,japan,school uniform,teenage girl,redhaired girl","When Pol enrolls in university in pursuit of a philosophy degree, he&apos;s challenged and enticed by new friends and an intimidating professor.",Movie,2018-09-26,1,외출,Movie
My Golden Kids: 2021 // 금쪽같은 내새끼: 2021,No,2019-03-15,600000.0,635.0,7.7,"Animation, Short, Comedy",gnosis,"The delivery of the gifts turns into a disaster and Santa Claus is in trouble. Will his grandchildren, Jules and Noor, manage to team up to save the day?",Movie,2019-03-15,1,금쪽같은 내새끼: 2021,Movie
PPONG School: 2021 // 뽕숭아학당: 2021,No,2018-09-14,500000.0,3185.0,7.7,Reality-TV,"tv mini series,reference to argentina national football team,reference to lionel messi","When an army of powerful alien beings is unleashed on Earth threatening life as we know it, a brand-new team of Power Rangers, fueled by the prehistoric power of the dinosaurs, are recruited to deal with the threat.",Movie,2018-09-14,1,뽕숭아학당: 2021,Movie
The Deal // 살인의뢰,No,2018-03-13,300000.0,2589.0,7.7,"Drama, Romance","christmas,actress reprises previous role,actor reprises previous role,helicopter,aircraft","Two best friends, Uche and Toyin, fall in love with Sunday, a charming, yet flawed eligible bachelor. A love triangle ensues with the women unaware that they are dating the same man",Movie,2018-03-13,1,살인의뢰,Movie
May 18 // 화려한 휴가,No,0,0.0,3462.0,7.7,"Animation, Comedy, Drama",0,"After being forced to take a room in a boardinghouse, an immigrant in search of the American Dream finds herself in a nightmare she can&apos;t escape.",Movie,,1,화려한 휴가,Movie
Crash Course in Romance: Limited Series // 일타 스캔들: 리미티드 시리즈,Yes,2023-01-14,234800000.0,111361.0,7.6,"Action, Adventure, Drama","single player,xbox 360,microsoft windows,playstation 3,graphic adventure",Jean and Scott get married. Newly elected President Kelly has freed Beast who has been incarcerated since the attack on government facility at the beginning of Season 1 and added him as part of his Presidential cabinet. Another fr...,Movie,2023-01-14,1,일타 스캔들: 리미티드 시리즈,TV Show
The Good Bad Mother: Limited Series // 나쁜엄마: 리미티드 시리즈,Yes,2023-06-15,139900000.0,740.0,7.6,"Drama, Romance","single take,zombie,film crew,television broadcast,rooftop","When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.",Movie,2023-06-15,1,나쁜엄마: 리미티드 시리즈,TV Show
Bloodhounds: Season 1 // 사냥개들: 시즌 1,Yes,2020-12-25,136600000.0,111361.0,7.6,"Action, Adventure, Drama","anglo saxon,kingdom,exploration,warrior,epic",Based on the true story of a father and son who repair their fractured relationship during a forced hike of the Appalachian trail to find their beloved lost dog.,TV Show,2020-12-25,1,사냥개들: 시즌 1,TV Show
Nameless Gangster: Rules of the Time // 범죄와의 전쟁: 나쁜놈들 전성시대,No,2019-11-08,22900000.0,2281.0,7.6,"Comedy, Romance",tsunami,In this new season of dinotrux Ty and the others meet new friends as well as face new challenges both normal and supercharged.,Movie,2019-11-08,1,범죄와의 전쟁: 나쁜놈들 전성시대,Movie
On Your Wedding Day // 너의 결혼식,No,2022-12-30,21900000.0,244.0,7.6,Comedy,"family relationships,friend,father,boy",French serial about the lives and jobs of people working at a talent agency.,Movie,2022-12-30,1,너의 결혼식,Movie
The Shameless // 무뢰한,No,2021-01-15,6400000.0,2494.0,7.6,"Comedy, Drama, Romance","dragon,two word series title,animal in series title,based on manga,airship crew","In this weekly show, the former Daily Show correspondent Hasan Minhaj brings his unique comedic voice and storytelling skill to explore the larger grim trends shaping our fragmented world.",Movie,2021-01-15,1,무뢰한,Movie
World Dice Tour: Season 1 // 지구마불 세계여행: 시즌 1,No,2016-11-11,4200000.0,2281.0,7.6,"Animation, Adventure, Comedy","domestic drama,emotion,city,domineering husband,domineering father","Down the road from Woodstock, a revolution blossomed at a ramshackle summer camp for teenagers with disabilities, transforming their lives and igniting a landmark movement.",TV Show,2016-11-11,1,지구마불 세계여행: 시즌 1,TV Show
Pinkfong Dance Workout: Season 1 // 핑크퐁과 체조해요: 시즌1,No,2019-03-29,3000000.0,287.0,7.6,"Comedy, Crime, Drama","christmas,christmas in title,f rated,holiday in title,christmas movie","In a desert dystopia, a young woman is kidnapped by cannibals.",TV Show,2019-03-29,1,핑크퐁과 체조해요: 시즌1,TV Show
Black: Season 1 // 블랙: 시즌 1,No,2023-01-20,2700000.0,122784.0,7.6,"Game-Show, Reality-TV",tv special,A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,TV Show,2023-01-20,1,블랙: 시즌 1,TV Show
Lucid Dream // 루시드 드림,No,2021-09-28,1900000.0,2494.0,7.6,"Action, Adventure, Comedy","korea,police,drone,year 2029,year 2024",A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.,Movie,2021-09-28,1,루시드 드림,Movie
Men on a Mission: 2020 // 아는 형님: 2020,Yes,2020-03-20,1500000.0,432.0,7.6,"Crime, Drama, Thriller","dance,african american,musical short,dancer,crap game","One year has passed since Nao and Uehara accidentally moved into the same apartment. Since then, they have become an official couple. With Uehara&apos;s 16th birthday coming up, Nao&apos;s biggest worry is what to buy him. Everything is goi...",Movie,2020-03-20,1,아는 형님: 2020,Movie
Men on a Mission: 2023 // 아는 형님: 2023,Yes,2020-02-19,900000.0,35.0,7.6,"Family, History, Sport","police,gun,corruption,moral dilemma,killing a pet",Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,Movie,2020-02-19,1,아는 형님: 2023,Movie
"The Fisherman and the City: Season 2 // 나만 믿고 따라와, 도시어부: 시즌2",No,2018-05-04,900000.0,1040.0,7.6,"Animation, Comedy, Drama",action thriller,Mags and Ash attempt to rekindle their marriage on their vacation after having a baby but kept arguing the whole trip. Mags meets Angela and have an instant connection soon the couple start to reconnect over the idea of a threesome.,TV Show,2018-05-04,1,"나만 믿고 따라와, 도시어부: 시즌2",TV Show
Unstoppable // 성난황소,No,2018-09-14,500000.0,21479.0,7.6,Family,"tv special,stand up comedy,stand up comedy special","A hitman named Kai flies to Bangkok, grabs a gun and hails a taxi.",Movie,2018-09-14,1,성난황소,Movie
Black Knight: The Man Who Guards Me: Season 1 // 흑기사: 시즌 1,No,2022-12-25,100000.0,35.0,7.6,Drama,"1980s,roman numeral in title,2d animation,hand drawn animation,traditional animation",A day in the life of Buddy who is working hard at a German Beer Garden.,TV Show,2022-12-25,1,흑기사: 시즌 1,TV Show
Black Money // 블랙머니,No,0,0.0,2494.0,7.6,"Biography, Drama","los angeles california,singing in a car,bikini,prison interview,power to the people","After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",Movie,,1,블랙머니,Movie
Happy Bus Day // 해피뻐스데이,No,0,0.0,287.0,7.6,"Action, Crime, Thriller",0,"A hitman named Kai flies to Bangkok, grabs a gun and hails a taxi.",Movie,,1,해피뻐스데이,Movie
Ordinary Person // 보통사람,No,0,0.0,16198.0,7.6,Action,0,"After the death of his wife, an aging man travels across the UK by bus to fulfill his pledge to spread her ashes near their first home.",Movie,,1,보통사람,Movie
Tazza: One Eyed Jack // 타짜: 원 아이드 잭,No,2022-12-22,157600000.0,2932.0,7.5,"Drama, Reality-TV","saving the world,summer camp,alien,camp counselor,group of four",Chronicles some of the most famous leaders of the Roman Civilization.,Movie,2022-12-22,1,타짜: 원 아이드 잭,Movie
